theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
4.2954031E-01,5.0053335E-01,-8.9151004E-01,-5.2357806E-01,1.5311846E+00,3.5977479E-01,1.2802323E+00,-7.2761239E-01,6.9359371E-01
-9.5945964E-02,-7.2110472E-01,-1.3538432E+00,-1.7545131E-01,-1.3067347E+00,-8.3095912E-01,9.6352696E-02,1.2387408E+00,1.0068066E+00
-9.2679078E-01,6.5750022E-01,5.1320205E-01,1.1453226E+00,5.8417264E-01,-1.550607E+00,1.4795534E+00,1.8268989E-01,6.8338009E-01
-5.5628417E-01,-1.516693E+00,-1.4265496E+00,8.9899975E-01,7.1254359E-01,-1.5404857E+00,1.1474121E+00,1.1330215E+00,1.1765237E+00
-8.8325618E-02,-1.7713526E-01,6.164597E-01,1.5697009E+00,-3.1145521E-02,-1.0786659E+00,1.4596913E+00,1.4992766E+00,4.7696187E-01
1.4846605E+00,1.1175763E+00,-1.3441862E-01,-1.13152E+00,1.183205E+00,9.9338188E-01,3.3393968E-01,-3.7320903E-01,1.023698E+00
-9.8169067E-01,-4.7683045E-01,-3.6864119E-01,-1.3956253E+00,-1.5452159E-01,1.3458286E+00,-1.501791E+00,1.236333E+00,7.6703021E-01
3.6951507E-01,1.1354285E-01,-5.317917E-01,-1.1432756E+00,1.0527049E+00,-1.2501204E-01,-1.0460369E+00,5.5516712E-01,7.0997515E-01
-4.8892014E-01,1.3679143E+00,8.0292924E-03,-1.0531584E+00,-6.3892069E-01,6.4820355E-01,-3.8897631E-01,1.6358754E-01,8.2166155E-01
1.1255293E+00,3.6049027E-01,-1.4016599E-01,-6.9950332E-01,-3.7642485E-01,-6.8627204E-01,1.295416E-01,5.2220529E-01,6.4738019E-01
1.241055E+00,-1.3723381E+00,4.2472174E-01,-7.1259E-01,5.9511852E-01,-1.3874853E+00,8.1938625E-02,-9.0549872E-01,8.3716642E-01
1.3773107E+00,6.8683006E-01,5.997602E-01,-7.4900837E-01,-6.740295E-01,5.7617921E-01,1.1248819E+00,-8.4211693E-01,5.3885059E-01
1.2060355E+00,1.3414455E+00,-1.2012104E+00,-2.2193355E-01,1.6933184E-01,1.4553803E+00,-2.1454779E-01,-5.8427527E-01,7.6784161E-01
2.8346152E-01,-1.5353896E+00,-8.6882004E-01,-9.6662878E-01,-3.2271713E-01,1.3630433E-01,6.4360145E-01,7.0420331E-01,1.0946678E+00
1.4832683E+00,-2.5109685E-01,-1.3570203E-01,-9.5432883E-01,-1.5178765E+00,6.4582111E-01,5.0614189E-01,1.1655312E+00,5.1159163E-01
7.5255602E-01,-1.0257778E+00,5.2223464E-02,1.5674401E+00,-1.2173729E+00,1.1272046E-01,-7.0623095E-01,1.2529033E+00,8.8450944E-01
1.5706728E-01,8.131633E-01,1.215408E+00,-1.429935E+00,8.0622865E-01,1.1240683E-01,-6.8652567E-01,-5.4936699E-01,7.7022149E-01
8.9189708E-01,9.0750324E-01,7.2702961E-01,2.6670678E-01,5.9579189E-01,1.1244269E+00,6.3288304E-01,-7.0137026E-02,3.8660848E-01
-1.5658577E+00,-2.5318216E-02,1.5327768E+00,-5.1181564E-01,1.2185381E+00,1.5634681E+00,-5.6742122E-01,-6.9575129E-01,3.9293422E-01
-2.48847E-01,-1.4082533E+00,3.1933541E-01,-4.0481681E-01,-7.220077E-02,9.2696851E-01,1.2268748E+00,-4.8410977E-01,2.1101425E-01
-9.1174267E-01,2.4645736E-01,1.2300589E+00,9.334798E-01,-8.2358402E-01,4.0174907E-01,-1.3296326E+00,2.9201149E-01,7.8885082E-01
1.0299017E+00,-1.5519006E+00,-1.221888E+00,-1.1863806E-01,-1.1932285E-01,9.1395482E-01,-9.8713582E-01,6.694357E-01,1.0990194E+00
-6.1714655E-01,-1.2909697E+00,3.1937745E-01,9.61378E-01,-1.1230932E+00,-1.5494312E+00,-4.0996514E-02,1.1625902E+00,9.6283564E-01
1.1568228E+00,-1.4892552E+00,-1.2049696E+00,6.6896227E-01,-1.1391947E+00,-6.2923285E-01,-1.0196227E+00,-1.0524839E+00,8.8782331E-01
-5.9554846E-01,-8.432732E-01,-1.2174336E+00,-5.1117949E-01,1.5619297E+00,-9.1571636E-01,5.8945439E-01,1.2120948E+00,1.2272887E+00
-2.6876085E-01,-1.1682471E+00,-2.1424116E-01,8.6220164E-01,2.0418531E-01,2.1757647E-01,1.5183488E+00,-1.550246E+00,5.3218669E-01
5.4665226E-01,2.2551734E-01,-4.8604411E-01,-1.1440182E+00,1.123275E+00,-6.0709016E-03,-2.6945597E-01,1.3844111E+00,8.2269424E-01
1.5675882E+00,1.5091909E+00,-8.024245E-01,-9.6698799E-01,1.0524221E+00,-1.5026777E+00,1.4300401E+00,1.161547E+00,9.561857E-01
1.0594518E+00,-2.4805846E-01,5.0875715E-01,-7.0832495E-01,8.9149727E-01,-2.4083239E-01,1.499839E+00,2.6441032E-01,8.3735176E-01
-3.4139205E-01,-2.2508615E-01,-7.3380218E-01,-1.322946E+00,1.1393193E+00,-1.2985804E+00,-3.4583127E-01,-1.4093485E+00,9.9553052E-01
-1.227922E+00,-5.45403E-01,8.7948571E-01,1.4401704E+00,5.3231512E-01,-5.9639529E-01,-4.3967763E-01,6.8799575E-01,8.9313767E-01
-5.6218908E-01,5.7907632E-01,3.228205E-01,-1.0277633E+00,-6.3570542E-01,1.2065941E+00,-6.3603873E-01,-1.0579317E+00,7.2054327E-01
1.1989012E+00,-1.1832016E-01,1.1364448E-01,-1.1408926E+00,2.5564318E-01,2.4637148E-01,9.3693998E-01,7.5663775E-01,8.3264358E-01
-2.4198277E-01,2.1177304E-02,-6.5502769E-02,1.2992767E+00,-1.1038289E+00,1.4629672E-01,1.4878683E+00,-3.5645525E-01,5.177015E-01
1.3580288E+00,9.2697508E-01,-1.3476142E+00,-2.6695392E-01,-9.4737421E-01,-1.0580299E+00,-4.7548484E-01,7.3842579E-02,9.3104515E-01
7.1919247E-01,5.1219506E-01,1.5309779E+00,-5.0016741E-01,-9.2677585E-01,-8.9373319E-01,7.3793197E-01,1.4311873E-01,4.8501222E-01
-1.3807669E+00,4.9846141E-01,1.5013359E+00,5.8820226E-01,-3.0539573E-01,-1.0191853E+00,-5.8521825E-01,-1.0635161E+00,5.5546447E-01
3.9610025E-01,-9.8674906E-01,-3.202937E-01,-6.7677729E-01,5.7640464E-01,-1.4845184E+00,5.6341279E-01,1.147626E+00,6.3714065E-01
2.2207073E-01,1.7624825E-01,1.5135605E+00,1.1111109E+00,-1.0389568E+00,2.2855403E-01,5.1856802E-01,-1.2295491E+00,4.2979098E-01
1.30756E-01,-3.1746144E-01,9.3537866E-01,8.1377732E-01,-7.7451474E-01,-8.6018219E-01,7.9471982E-01,3.6545198E-01,5.6176459E-01
-1.4987565E+00,-1.1500688E+00,3.7958136E-01,-1.3389533E+00,1.4907198E+00,5.2727481E-01,-1.1960224E+00,3.3777036E-01,8.3370008E-01
-3.098622E-01,1.0131121E+00,-9.5084383E-01,-5.604377E-01,3.2644031E-01,-5.2512282E-01,1.5034931E+00,4.8598897E-02,8.606109E-01
9.0661282E-01,-5.6576931E-02,4.4962426E-01,-7.8161978E-01,1.2614467E+00,-1.0055087E+00,1.3782226E+00,-1.242572E-02,7.6659956E-01
7.1731167E-01,1.0140926E+00,1.304617E+00,1.4568241E+00,-1.4746291E+00,-9.5860461E-01,8.2513348E-01,-1.4939557E+00,2.9385951E-01
1.5661853E+00,7.1357379E-01,1.5229565E+00,-7.3040534E-01,-6.6172105E-02,-1.1805625E+00,1.0284775E+00,-1.3047708E+00,4.0881712E-01
-5.2831554E-01,-1.5661041E+00,-1.3668893E+00,1.4216094E+00,-3.0777509E-02,5.8464228E-01,5.7886034E-01,-9.6575578E-01,8.253585E-01
-1.2584658E+00,-1.2490528E+00,1.1586869E+00,1.176654E+00,1.0851919E+00,-8.1896037E-01,-6.0669284E-01,1.1518488E+00,7.3290561E-01
1.3094592E+00,-7.0762108E-01,-6.8265345E-01,-3.0244089E-01,-1.2666916E+00,-9.4954179E-01,9.2315901E-01,6.2881262E-01,4.6909892E-01
1.2242363E+00,1.0822415E+00,-2.6016434E-01,-2.7106966E-02,1.2878574E+00,3.4185383E-01,-7.9256808E-01,1.3596416E-01,1.0963826E+00
1.4494789E+00,-5.8784461E-01,5.1486678E-01,-5.5838484E-02,-5.5351127E-01,-4.3568937E-01,-3.3878904E-01,1.2117791E+00,5.5932356E-01
1.4823193E+00,4.0458798E-01,1.4197619E+00,8.588074E-01,-6.0813803E-01,4.2122486E-01,-1.4614607E+00,-5.7466427E-01,3.6965133E-01
5.1149864E-01,1.5036181E+00,1.541595E+00,1.4992407E+00,-1.3749344E+00,1.5179275E+00,1.3429532E+00,-1.1265097E+00,6.1689631E-01
1.3601878E+00,3.3839849E-01,8.7336194E-01,-9.7635921E-01,1.0339128E+00,-1.0669848E+00,-1.3284472E+00,1.1311E+00,2.4786103E-01
-6.9255968E-01,1.1807808E+00,1.0732624E+00,-1.1307972E+00,8.2333413E-01,-6.0207661E-01,8.673722E-02,6.2042172E-01,6.9545745E-01
-2.4976533E-01,-5.8036408E-02,-7.0443497E-01,1.3275001E+00,-9.3893343E-01,-3.1692762E-02,9.3461232E-02,4.8187238E-01,6.2521094E-01
-6.3806568E-01,-1.5241938E+00,1.2242116E+00,-2.9629832E-01,-4.3433213E-01,1.4105021E+00,6.5925928E-03,-1.9678441E-01,4.4213635E-01
1.4275015E+00,-5.7845474E-01,1.0347163E+00,-4.6143038E-01,1.2412794E+00,-1.4855148E-01,8.4596402E-01,7.4153178E-01,5.1024254E-01
-3.2475255E-01,1.1404495E+00,-1.3795088E+00,1.3319442E+00,-1.1335244E+00,8.6138155E-01,-7.3108297E-01,2.2664814E-01,3.2290025E-01
-1.1697243E+00,6.773305E-01,-4.5039454E-01,-1.0038472E+00,-5.2742793E-01,7.8076734E-01,-5.4255636E-01,-1.4765434E+00,8.8906753E-01
5.2984251E-01,-1.2381411E+00,1.4573403E+00,-1.3080024E+00,1.0932649E+00,-7.5884256E-02,1.2986833E+00,-8.2484441E-01,3.8088453E-01
-1.3520752E+00,4.7176146E-01,-1.4796163E+00,1.2692766E+00,-6.7252205E-01,9.9922841E-02,-8.153604E-01,6.8829947E-01,1.0675354E+00
-1.1880077E+00,-4.8504274E-01,9.3614139E-01,1.3181173E+00,3.7221734E-01,-1.3488764E+00,-1.3504455E-01,9.049884E-01,9.0124706E-01
1.1182043E+00,3.1959456E-01,6.3229725E-01,-9.1310827E-01,9.4586075E-01,-8.3271846E-01,-1.4639176E+00,-1.4515223E+00,4.0095092E-01
6.5318777E-01,-6.976647E-01,-9.8809686E-01,6.9453884E-02,6.2276294E-01,2.9613474E-01,8.9052773E-01,-1.2683645E+00,6.5598166E-01
1.4020869E+00,-1.2268987E+00,-4.8519387E-01,-1.3610347E+00,-1.010063E+00,8.5387185E-01,5.5219618E-01,1.4454254E+00,7.3244365E-01
-2.1197204E-01,9.275571E-01,9.2112613E-01,-9.7360427E-01,1.0381325E+00,2.2890004E-01,4.9649172E-01,-6.7173292E-01,7.1388785E-01
-4.7973434E-02,8.6948473E-01,-4.0178164E-01,1.189199E+00,-5.1293158E-01,-1.3281107E+00,4.6618261E-01,1.0688563E+00,9.2509329E-01
1.0998096E+00,-1.2591009E+00,-1.4613411E+00,5.5001245E-02,-3.1079481E-01,-5.4098393E-01,-9.6715489E-04,6.4083383E-01,9.4968518E-01
-6.3091809E-01,5.9528898E-02,2.1181198E-01,7.7769248E-01,9.4019518E-01,-5.4780839E-01,-5.47009E-01,1.1145176E+00,9.7236719E-01
-9.6509942E-01,1.4757237E+00,4.9952269E-01,-1.489561E+00,-3.5064532E-01,9.9239299E-01,-1.280204E+00,1.5222584E+00,3.4879355E-01
-3.8307694E-01,-3.8603716E-01,1.142266E+00,3.0051004E-01,3.3185565E-01,4.3361272E-01,3.7958298E-01,-5.332661E-01,4.1770684E-01
-1.2507481E+00,-7.3776676E-01,-2.0817214E-01,-1.0087867E+00,1.1709682E+00,-7.660156E-01,-9.2360114E-01,3.6057009E-01,7.2821608E-01
-9.2626287E-01,2.2019158E-01,9.8510043E-01,4.9669189E-01,1.5254558E+00,-1.7749562E-01,-3.5503418E-01,-3.073403E-02,8.0475226E-01
-1.1084774E+00,-3.6248384E-02,3.8964038E-01,6.8884072E-01,-2.0253957E-01,1.3440579E+00,-1.1750515E+00,-1.3256427E+00,3.6102859E-01
-5.3516335E-01,2.4238704E-01,-1.5347695E+00,5.7712938E-01,1.40382E+00,1.5305145E+00,-1.0394956E+00,9.8648985E-02,1.2238194E+00
-1.1072628E-01,-8.4672034E-01,7.460272E-01,-1.4246738E+00,6.4207842E-01,-2.8308964E-03,-4.0525076E-01,-7.674323E-01,7.854955E-01
-1.1536739E+00,5.8598553E-01,3.8294816E-01,7.2696255E-01,4.1205324E-02,-4.5498656E-01,-7.6655059E-02,1.1447423E+00,9.0122229E-01
1.1209232E-01,-2.3418133E-01,-9.1364421E-01,4.0574575E-01,1.3874932E+00,-3.2257971E-01,-2.8858851E-01,5.7015754E-01,1.2001702E+00
-1.0200455E+00,5.29903E-01,4.8658927E-01,-1.0288254E+00,-4.443423E-01,7.9170361E-01,3.1193944E-01,7.801255E-01,8.7798203E-01
-2.3398937E-01,-3.354164E-01,5.401397E-01,-1.420593E-01,-4.9524668E-01,1.5176707E+00,-5.5196259E-01,-1.4383996E+00,4.1156411E-01
6.1460198E-01,-1.3262317E+00,-1.0747869E+00,1.9835574E-02,-1.5319958E+00,9.0152908E-01,2.8793621E-01,-6.2729614E-01,8.9151205E-01
5.8805002E-02,-3.7572524E-01,2.1395224E-01,3.6766845E-01,2.4013119E-01,9.7824629E-02,1.291216E+00,2.1867393E-01,3.524783E-01
-1.2660143E+00,-2.1293392E-01,-1.2283233E+00,-1.0912836E-01,-1.0617108E+00,1.085583E+00,-6.5552475E-01,-4.1058088E-01,6.410364E-01
1.0497215E-01,-5.064314E-01,-1.0247902E+00,5.6976175E-01,7.3440652E-02,-9.763243E-01,1.6095483E-01,1.4462529E+00,9.2438903E-01
-1.3082227E+00,-1.0181189E+00,-1.4371864E+00,4.1127566E-01,-3.2887468E-01,-5.440467E-01,2.565734E-01,6.6973162E-01,1.0481709E+00
7.078306E-01,7.3062586E-01,9.14743E-01,8.0624771E-01,-1.3353512E+00,1.3833459E+00,-1.1775622E+00,-1.4713247E-01,3.1761439E-01
-7.0254457E-01,-8.5684407E-01,-8.6887236E-01,9.1613936E-01,2.8985859E-01,-1.0332881E+00,7.4510615E-01,-4.2193472E-01,1.0757045E+00
-1.5614235E+00,8.2490285E-02,-1.0150409E+00,6.0857189E-01,-9.5684325E-01,2.5092017E-01,6.1074532E-01,-8.8220716E-01,7.8775938E-01
-1.1214256E+00,9.7186291E-01,-9.4509131E-01,-7.5787574E-01,1.4834175E-01,1.1979665E+00,1.2133625E+00,1.0616276E+00,8.9123555E-01
-1.386457E+00,9.5964645E-01,-2.571915E-01,1.5406807E+00,-1.244742E+00,-2.4351103E-01,9.061197E-01,-1.4705136E+00,5.9495701E-01
-9.8973478E-01,-1.5882898E-01,2.1395063E-01,1.2137688E+00,-5.1372299E-01,8.0541404E-01,-1.2873534E+00,-1.2491033E-02,7.9395497E-01
2.6067354E-01,9.1501327E-01,-1.2553201E+00,1.450621E+00,-1.0457161E+00,-5.289605E-01,-4.0073289E-01,5.4991397E-01,8.3173654E-01
-1.3815803E+00,5.3205663E-01,7.7065712E-01,-1.3141668E+00,-1.2816744E+00,4.6809312E-01,4.5688735E-01,-1.6151204E-01,7.4127846E-01
-7.0856435E-01,1.3031316E+00,-3.5221777E-01,1.3369793E+00,7.9912407E-01,6.9308982E-01,8.5325432E-01,-1.9674014E-01,3.6289703E-01
9.3677945E-01,-1.451262E+00,-9.63442E-01,-1.2005098E+00,5.6961659E-01,-2.6488315E-01,-7.2509796E-01,1.4855178E+00,5.5573593E-01
-1.2102397E+00,-3.5636995E-02,-8.0109777E-01,1.4806035E+00,1.1131724E+00,-2.5424206E-01,-4.8343382E-01,8.6103442E-01,1.1724439E+00
1.312962E+00,1.0932169E+00,8.1592139E-01,-5.1635304E-02,9.0499961E-01,-4.8031257E-01,-9.1359243E-01,1.2297637E+00,4.6951041E-01
4.0606545E-01,-1.4795252E+00,1.3879396E-01,-7.5497476E-01,-1.2631839E+00,1.2798202E+00,1.3569784E+00,9.9857847E-02,8.3672215E-01
1.2027352E+00,-6.7482031E-01,-1.4932798E+00,3.1890608E-02,5.520539E-01,-5.4674349E-01,-1.226377E+00,7.003533E-01,8.2535239E-01
1.362745E+00,-5.5545953E-01,6.303574E-01,-1.2268886E+00,1.2467762E+00,4.0718039E-02,2.7108929E-01,-7.0973021E-01,7.4475693E-01
1.4444868E+00,1.20512E+00,9.6641499E-01,1.0973322E+00,1.4511427E-01,-5.1911792E-01,8.8835822E-01,1.9166271E-01,4.6763762E-01
-7.3839283E-01,6.038789E-01,5.027387E-01,-1.4288192E+00,1.0595527E+00,-6.1207317E-01,-1.3533449E+00,1.1427064E+00,3.6610634E-01
-8.7737145E-01,-1.0931669E+00,-1.3549404E+00,1.6953761E-01,1.3551292E+00,-1.5394344E+00,-5.372275E-01,9.1117935E-01,8.2073425E-01
6.5403504E-01,-8.2204354E-01,9.2167058E-01,-5.9389668E-03,-8.9057184E-01,8.8359832E-01,-2.4522215E-01,-1.0727941E+00,3.1610588E-01
-6.5744341E-02,6.3879225E-01,-6.7599125E-01,7.147493E-01,-1.293453E+00,3.2848265E-01,3.2091017E-01,-8.4951716E-01,3.8535599E-01
8.7547616E-01,1.3591819E+00,-1.3859432E+00,-6.5878522E-01,7.5625938E-01,1.0295431E+00,-5.7743744E-01,7.0367323E-01,1.1679363E+00
-1.092114E+00,1.2508426E+00,1.3614632E+00,-1.2307613E+00,-4.324216E-01,-3.6091438E-01,-6.1129507E-01,-1.4603065E+00,6.2240708E-01
1.1656439E+00,-6.2691876E-01,-1.2483101E+00,-1.1593761E+00,-1.2059612E+00,5.2750341E-01,-1.028208E+00,-1.2502208E+00,5.2122265E-01
5.5380907E-03,2.7824058E-01,-7.9155401E-01,-1.4760959E+00,9.6586655E-01,1.7538877E-01,8.096029E-01,-1.4895204E+00,8.0944887E-01
-1.1690891E+00,-1.4420616E+00,9.9662288E-01,4.1343567E-01,7.0984967E-01,9.4518908E-01,7.5823903E-01,9.8307708E-01,5.4831211E-01
-1.3593611E+00,6.5884827E-01,-7.31206E-01,-5.8959648E-01,-1.325484E+00,-1.2411359E+00,1.4235557E+00,9.4068661E-01,5.6033618E-01
-1.1204522E+00,-8.5116943E-01,5.3127196E-01,-7.6474497E-01,-3.7539762E-01,4.0347524E-01,-6.6856749E-01,-1.5159712E+00,8.0892487E-01
-7.3312035E-01,1.2083642E+00,6.8153298E-01,-8.1313003E-01,-9.8970307E-01,-1.4901064E+00,8.6308871E-01,-6.1079743E-01,5.4098165E-01
-2.2737576E-01,-1.4198997E+00,2.7794124E-01,-3.4841344E-01,7.935779E-01,5.5797573E-01,1.1985906E+00,1.0523826E+00,7.8366957E-01
-1.3277446E+00,-7.1695865E-01,-1.8984848E-01,1.4395917E-01,-1.5385964E+00,2.4397484E-01,8.193102E-01,2.277149E-01,4.4963751E-01
-6.7005078E-01,1.2254485E+00,1.0748062E+00,4.9537365E-01,-7.4075544E-01,7.0664523E-01,5.4585979E-01,7.4452635E-01,1.6891035E-01
1.0662127E+00,-1.6826919E-01,1.0949322E-01,5.2433179E-01,2.54926E-01,1.3662077E+00,8.1489032E-01,2.9077911E-01,2.7634075E-01
1.9232186E-01,-6.6696973E-01,-7.2071126E-01,2.7707847E-01,-5.910203E-01,-4.7842266E-02,-1.4822974E+00,-1.1936885E+00,8.7426778E-01
-3.4528221E-01,-5.5772369E-01,9.8713338E-01,1.0174561E+00,4.3772838E-01,1.6276024E-01,-1.4241922E-01,-1.1226376E-01,3.4060933E-01
-6.3651113E-01,8.5035097E-01,-1.3797878E-04,6.9609133E-01,-7.0916277E-01,-8.1576785E-01,2.537671E-01,1.2801583E+00,9.2097968E-01
-7.1954488E-01,7.4376241E-01,8.2258337E-01,-8.4134787E-02,3.0384195E-01,-6.9995324E-01,-1.2191262E+00,-1.1468777E+00,7.5489475E-01
-1.400737E+00,1.7704961E-02,-9.9064844E-01,-3.3666277E-01,-1.5579934E+00,1.150424E+00,-3.8756862E-01,1.2385314E+00,5.5921778E-01
9.0859854E-01,-8.8402353E-01,6.1268556E-01,-2.8281748E-01,-2.0040062E-02,-1.326018E+00,-1.3442768E+00,-1.9565478E-01,3.5070021E-01
-4.6624193E-01,-1.1918561E+00,-7.3455994E-01,-8.3724492E-02,-6.6290817E-01,7.4537176E-02,1.0742931E+00,8.7764657E-01,8.2076095E-01
-9.9604641E-01,-7.3121586E-01,7.1026816E-01,2.7596979E-01,-1.4100341E+00,-7.491451E-01,9.113947E-01,8.284499E-01,6.9125767E-01
9.9528535E-01,3.6545545E-01,-5.7508895E-01,1.2335539E+00,-1.4102689E+00,6.2170881E-01,-5.9501849E-01,2.1886717E-01,4.162197E-01
-1.2199226E+00,3.9614053E-01,1.1605363E+00,9.702132E-01,9.2675883E-01,1.2282011E-01,-7.8635979E-01,-3.0454016E-01,6.4537097E-01
-1.205349E+00,8.9905647E-01,-1.0145247E+00,1.5073159E+00,1.9322909E-02,2.1114653E-01,3.3124911E-01,-7.5196764E-01,6.3225569E-01
-1.31157E+00,-6.1864349E-01,1.4490361E+00,-3.4444822E-01,1.1760856E+00,-1.2599295E+00,4.0162052E-01,3.0715241E-01,7.1573156E-01
9.9904307E-01,1.1305722E+00,3.229152E-01,8.1399793E-01,-4.3106901E-01,-1.3004253E+00,-1.2465035E+00,6.7384499E-01,8.5040561E-01
-8.9584708E-01,1.1752704E+00,-1.4363162E+00,-7.7286031E-01,-4.641679E-01,-1.8729548E-01,1.2971459E+00,-1.287587E-01,8.255042E-01
1.1517478E+00,-1.5654596E+00,-1.6861719E-01,1.022418E+00,-6.9529145E-01,6.534482E-04,-1.521621E+00,5.0978647E-01,1.0917286E+00
-1.0689626E+00,1.5885071E-01,-2.3257824E-01,-7.3207358E-01,9.6119508E-01,1.557726E+00,-1.3192287E+00,8.5798114E-01,1.168353E+00
7.1461702E-01,-5.4979405E-01,-8.0121506E-01,-1.4838836E+00,7.3626176E-01,-1.3328208E+00,1.0834491E+00,1.7879827E-01,8.7855723E-01
2.5955324E-01,-9.6463799E-01,-1.1553625E+00,1.4721654E+00,-3.8199176E-01,-1.1639952E+00,8.5867301E-01,-1.441723E+00,5.4991783E-01
-1.3608775E+00,1.0890526E+00,6.3306573E-03,-4.9972361E-01,1.2798262E+00,-5.7066452E-01,-7.5932081E-01,6.5647641E-02,8.3521485E-01
-1.4736888E+00,7.8857319E-01,-4.1479298E-01,-1.3774882E+00,-4.4625534E-01,1.2373936E-01,-7.5544569E-01,6.4087374E-01,5.9740952E-01
2.9107386E-02,-8.2973192E-01,-2.3146617E-01,-1.0479107E+00,-1.231815E+00,-4.6892962E-02,1.5417824E+00,-1.3562361E+00,8.5026769E-01
-8.8061311E-01,2.2547833E-01,-9.6019661E-01,-4.665814E-01,-1.9756077E-02,4.0974316E-01,8.7992259E-01,1.1358793E+00,1.0018395E+00
-4.2153806E-01,8.5349771E-01,3.3697616E-01,-4.1828658E-01,9.6842807E-01,1.821332E-01,1.3823758E+00,-7.3555083E-01,5.0072818E-01
-4.9875248E-01,2.2401547E-01,-7.3323492E-01,7.4187492E-01,-2.2091012E-01,1.2014357E+00,1.5118137E+00,-2.3570608E-01,9.2902098E-01
-7.6378624E-01,1.3999583E+00,9.886653E-01,-2.8939765E-01,5.2606787E-01,1.514084E+00,-1.4900528E-01,3.6199341E-02,5.8437731E-01
-4.0780514E-01,-1.4304466E+00,6.1414163E-01,-7.2095493E-01,1.1809427E+00,3.1011209E-01,-4.8242708E-01,-1.0666505E+00,8.4816414E-01
9.7418893E-01,1.0921383E+00,-1.3951546E+00,3.3323787E-02,-4.7811397E-01,1.5169264E-01,2.9878483E-01,-1.2669737E+00,6.2876769E-01
-7.8750472E-01,-7.5788873E-01,4.8476175E-01,8.6939249E-01,5.3258805E-01,-1.4750027E+00,1.4115021E+00,-3.1210546E-01,6.5671311E-01
-6.1925525E-02,1.3223458E+00,1.240992E+00,3.32191E-01,8.0982487E-01,-6.2254433E-02,9.4949499E-01,9.0326956E-01,5.6321213E-01
-9.151293E-01,1.0392259E+00,3.1860768E-01,5.2399518E-01,1.3471736E+00,-1.598986E-01,-1.1283758E+00,1.0758687E+00,8.2798483E-01
6.5947093E-01,-9.8493359E-01,1.565372E+00,9.0275887E-01,4.8875539E-01,-1.3540017E+00,1.1824305E+00,-8.827753E-01,3.3808549E-01
1.8895775E-01,-7.2722767E-01,1.5100386E+00,-1.2241141E+00,-7.5302807E-01,9.9135473E-01,-6.054846E-01,9.3757275E-01,6.272275E-01
-3.3729043E-01,1.421588E+00,1.432907E+00,6.0488538E-01,1.3340644E+00,-1.3085463E+00,-7.6102386E-01,-4.4350251E-01,8.1035787E-01
-1.4071806E+00,8.1772909E-01,-5.8097381E-01,1.1471089E-01,7.3471865E-02,1.5522393E+00,-1.1043508E+00,1.0526525E+00,1.0782983E+00
-5.752739E-01,-8.9504364E-01,-3.5691017E-01,-9.9187743E-01,1.9571918E-01,7.006458E-01,-2.945699E-01,-1.5187759E+00,9.8801148E-01
1.1936841E+00,-1.0528162E+00,-1.2887753E+00,-1.1932979E+00,2.0480773E-01,1.0646793E+00,3.1371955E-01,-6.2696279E-01,1.0697371E+00
3.8329857E-02,-1.2327602E+00,8.3481032E-01,1.7028478E-01,-9.8200152E-01,-4.4639748E-01,1.0920029E+00,-4.6188525E-01,4.9852026E-01
1.8341874E-01,-1.9718162E-01,3.042652E-01,-1.4585692E-02,1.4283001E+00,-4.7921932E-01,1.0857061E-01,-2.9911523E-02,9.1520432E-01
8.1637012E-01,3.4878312E-01,-7.2766518E-01,-9.7496821E-02,5.3091682E-01,8.0444973E-01,-5.1909954E-01,-6.8143645E-02,9.8336129E-01
1.3974323E+00,-2.1391823E-01,3.5146023E-01,1.2822893E+00,9.9584027E-01,-1.028135E+00,-3.0310961E-01,1.3910759E+00,6.2047144E-01
9.8004973E-02,-1.3417138E+00,7.9793713E-01,1.1078896E-01,-1.3181857E+00,-1.1050115E+00,1.300081E+00,7.9336777E-02,5.6420639E-01
9.7503453E-01,1.6846481E-01,-5.2970427E-01,-9.3442821E-01,-2.3644468E-01,1.1674054E+00,6.8404028E-01,1.3779183E+00,7.8268816E-01
8.5807969E-01,8.1301393E-01,5.3383147E-01,-1.1332203E-01,1.8895202E-01,1.3368273E+00,-1.5641455E+00,-1.147474E+00,7.6977296E-01
-1.3064979E+00,1.5387362E+00,-2.830343E-01,-7.9818236E-01,-4.3354957E-01,-6.1348477E-01,2.5390062E-01,6.4203223E-01,7.936138E-01
1.4220287E+00,-5.0983198E-02,-5.8628402E-01,-4.5024158E-01,-1.314317E+00,-1.3138691E-01,1.0249534E+00,-7.3503919E-01,7.2700374E-01
-1.2006519E+00,7.8019239E-01,1.5005813E+00,8.8651822E-01,-1.1873705E+00,3.1980959E-01,1.0384751E+00,-1.061408E+00,4.9726371E-01
-9.0640182E-01,-3.1422075E-01,-4.3657487E-01,-8.6224659E-01,-7.3923253E-01,-2.2532292E-01,-1.0371649E+00,-1.1217546E+00,8.6064191E-01
-3.1265862E-01,-9.0870825E-02,1.2466646E+00,3.8847617E-01,7.1774806E-01,-1.3831853E+00,1.0665668E+00,-6.3132462E-01,4.6501991E-01
1.0310374E+00,-4.5192603E-01,1.4113133E+00,8.8941625E-01,-5.241134E-01,5.9039357E-01,-1.386556E-01,-1.5145673E+00,3.44336E-01
